address,agency,allowable_building_to_floor_area,assess_land,bin,bldg_depth,bldg_front,block,boro,bsmt_code,census_block,census_tract,commercial_floor_area,community_district,condominium_number,contact,coordinates,council_district,current_uses,date_created,e_designation_number,edc___occupied,exempt_land,exempt_tot,factory_floor_area,fire_comp,garage_floor_area,govt_clean_up_program,health_area,health_ctr,his_dist,industrial_business_zone,irr_lot_code,land_use_category,landmark,latitude,longitude,lot,lot_depth,lot_front,lot_type_code,major_use,map_atlas,nta,num_floors,number_of_easements,number_structures,office_floor_area,open_petroleum_spill,other_floor_area,overlay_1,overlay_2,parcel_name,pluto_version,police_prct,potential_urban_ag,proximity_code,ratio_building_to_floor_area,residential_and_non_residential_units,residential_floor_area,residential_units,retail_floor_area,school_dist,sp_dist_1,sp_dist_2,storage_floor_area,structure_completed,total_area,total_gross_area_structures,year_alter_1,year_alter_2,zip_code,zone_dist_1,zone_dist_2
WEST 52 STREET,DSBS,0,12059550,,775,0,1109,1,5,1000,135,0,104,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0984777/0219451,3,"OTH WATER TRANS FAC, FINAL COMMITMNT-DISP, S/T & L/T AGREEMENTS",2013-12-11T00:00:00.000,,0,12059550,33018300,0,E040,0,,,,,,Y,7,,,,30,776,514,9,T2,4,,2,0,2,0,Yes,0,,,PIER 92- PASSENGER SHIP TERM,13v1,18,,0,0,0,0,0,0,2,,,0,1930,489916,0,0,0,10019,M2-3,
WEST 59 STREET,SANIT,0,2988000,,0,0,1109,1,5,4002,151,48200,104,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0985619/0221062,3,SOLID WASTE TSFR STN,2013-12-11T00:00:00.000,,0,2988000,5729850,0,E040,48200,,,,,,Y,7,,,,99,775,156.17,9,T2,4,,2,0,1,0,,0,,,PIER 99- TRANSFER STATION,13v1,18,,0,0.4,1,0,0,0,2,,,0,1986,121300,48200,0,0,10023,M2-3,
1000 5 AVENUE,"PARKS, CULT",0,2855117700,1083810,0,0,1111,1,5,1047,143,0,164,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0993807/0224394,8,"CULTURAL FACILITY, PARK, POLICE STATION, OTHER PUB SAFETY FAC, RESERVOIR",2013-12-11T00:00:00.000,,0,2855117700,2956367700,0,E039,0,,,,,,N,9,THE ARSENAL,40.778633,-73.962546,1,0,0,5,Q1,4,park-cemetery-etc-Manhattan                                                ,0,0,56,0,Yes,0,,,CENTRAL PARK,13v1,22,,0,0,0,0,0,0,3,,,0,0,36590000,0,0,0,10065,PARK,
16 WEST 61 STREET,PARKS,10,4198500,1027194,114,100,1113,1,2,3002,145,113736,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0988979/0219748,6,BOROUGH OFFICE,2013-12-11T00:00:00.000,,0,0,0,0,E040,0,,,,,,Y,5,,40.769921,-73.982559,51,201,100,4,O9,4,Lincoln Square                                                             ,11,0,1,96236,,0,,,ARSENAL WEST/MAN BORO OFFICE,13v1,20,,3,9.6,7,0,0,17500,3,L,,0,1924,11850,113736,0,0,10023,C4-7,
BROADWAY,PARKS,0,3443850,,0,0,1116,1,5,,149,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,6,PARK,2013-12-11T00:00:00.000,,0,3443850,3443850,0,L035,0,,,,,,Y,9,,,,1,93.25,160.42,1,Q1,4,,0,0,0,0,,0,,,DANTE PARK,13v1,20,,0,0,0,0,0,0,3,,,0,0,7480,0,0,0,10023,PARK,
200 CENTRAL PARK WEST,CULT,0,194401350,1083846,300,400,1130,1,5,1001,165,1161129,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991433/0223948,6,MUSEUM/GALLERY,2013-12-11T00:00:00.000,,0,194401350,316701450,0,L025,126580,,,,Upper West Side/Central Park West,,N,8,AMERICAN MUSEUM OF NATURAL HISTORY,40.781312,-73.972254,1,960,800,5,P7,4,Upper West Side                                                            ,7,0,7,0,,1034549,,,THE AMER MUSEUM OF NATURAL HIS,13v1,20,,0,1.57,1,0,0,0,3,,,0,1998,738000,1161129,1973,0,10024,PARK,
105 WEST 62 STREET,HPD,10,30982500,1028831,263.08,198,1134,1,2,1002,149,260453,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0988749/0220461,6,"THEATER, NO USE, FINAL COMMITMNT-DISP, IN USE-TENANTED, LONG-TERM AGREEMENT",2013-12-11T00:00:00.000,,0,30982500,54613800,0,L035,0,,,,,,Y,5,,40.77131,-73.98392,5,264.58,221.75,5,P1,4,Lincoln Square                                                             ,6,0,1,0,,260453,,,LINCOLN CENTER FOR PERF ARTS,13v1,20,,0,4.47,1,0,0,0,3,L,,0,1964,58204,260453,0,0,10023,C4-7,
60 LINCOLN CENTER PLAZA,PARKS,0,38318400,1028834,97,77,1134,1,5,1002,149,58219,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0988405/0220615,6,RECREATIONL FACILITY,2013-12-11T00:00:00.000,,0,38318400,38655900,0,L035,0,,,,,,N,9,,40.773626,-73.983591,10,200,530,5,Q1,4,Lincoln Square                                                             ,1,0,2,0,,58219,,,DAMROSCH PARK,13v1,20,,0,0.55,0,0,0,0,3,,,0,1964,106440,58219,0,0,10023,PARK,
119 AMSTERDAM AVENUE,"CULT, NYPL",10,34304850,,301.33,184.42,1134,1,5,1002,149,221536,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0988538/0221088,6,"THEATER, SPECIALIZED LIBRARY",2013-12-11T00:00:00.000,,0,34304850,58433850,0,L035,0,,,,,,N,5,,40.773497,-73.985342,25,303.17,229,5,P1,4,Lincoln Square                                                             ,4,0,1,0,,221536,,,CITY-LIBRARY/PRIV-THEATRE,13v1,20,,0,3.19,1,0,0,0,3,L,,0,1964,69438,221536,0,0,10023,C4-7,
134 COLUMBUS AVENUE,PARKS,0,1047600,,0,0,1137,1,5,2000,149,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0989272/0221104,6,PARK,2013-12-11T00:00:00.000,,0,1047600,1047600,0,L035,0,,,,,,Y,9,,40.773088,-73.982009,36,91.75,106.08,1,Q1,4,Lincoln Square                                                             ,0,0,0,0,,0,,,RICHARD TUCKER PARK,13v1,20,,0,0,0,0,0,0,3,,,0,0,2446,0,0,0,10023,PARK,
137 AMSTERDAM AVENUE,FIRE,10,4742100,1028836,85.33,45.5,1137,1,5,1001,149,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,6,FIREHOUSE,2013-12-11T00:00:00.000,,0,4742100,11865600,0,L035,0,,,,,,N,,,40.774658,-73.984511,61,101,60.42,3,Z9,4,Lincoln Square                                                             ,15,0,1,0,Yes,0,,,"ENG 40, LAD 35",13v1,20,,0,20.06,1,122400,1,0,3,L,,0,1988,6102,122400,1960,0,10023,C4-7,
135 WEST 67 STREET,EDUC,10,3514500,1081024,74,96,1139,1,2,3001,153,44220,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0988965/0221723,6,ELEMENTARY SCHOOL,2013-12-11T00:00:00.000,,0,3514500,5894100,0,L035,0,,,,,,Y,8,,40.774955,-73.982828,8,100.42,100,5,W9,4,Lincoln Square                                                             ,6,0,1,0,,44220,,,,13v1,20,,2,4.7,2,0,0,0,3,L,,0,1978,9417,44220,0,0,10023,C4-7,
149 WEST 76 STREET,EDUC,4,18990000,1030178,194,105,1148,1,2,1002,161,144228,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0990453/0223648,6,INTERMEDIATE SCHOOL,2013-12-11T00:00:00.000,,0,18990000,35462700,0,L025,0,,,,Upper West Side/Central Park West,,N,8,,40.780597,-73.978299,14,204,426,3,W1,4,Upper West Side                                                            ,4,0,1,0,,144228,,,IS 44,13v1,20,,2,1.63,2,0,0,0,3,EC-2,,0,1956,88365,144228,1956,0,10024,R8B,C1-8A
361 AMSTERDAM AVENUE,"EDUC, PARKS",7.52,5054400,1089016,20,0,1149,1,5,1000,161,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0990134/0224144,6,"PLAYGRND/SPORTS AREA, PLAYGROUND",2013-12-11T00:00:00.000,,0,5054400,5124150,0,L025,0,,,,,,Y,9,,40.781986,-73.979165,1,150,127.67,3,Q2,4,Upper West Side                                                            ,1,0,1,0,,0,,,PLAYGROUND FOR PS 87 (JOP),13v1,20,,0,0,0,0,0,0,3,EC-2,,0,1965,17876,0,0,0,10024,C2-7A,R8B
149 WEST 77 STREET,EDUC,4,17640000,1030196,186,288,1149,1,2,1000,161,89966,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0990337/0224076,6,"ELEMENTARY SCHOOL, PLAYGROUND",2013-12-11T00:00:00.000,,0,17640000,21464100,0,L025,0,,,,,,Y,8,,40.781245,-73.977826,7,204.33,255,4,W1,4,Upper West Side                                                            ,4,0,1,0,Yes,89966,,,PS 87,13v1,20,,1,1.56,3,0,0,0,3,,,0,1954,57603,89966,0,0,10024,R8B,
533 WEST 59 STREET,PARKS,0,4905000,1086545,201,25,1151,1,2,1001,147,20000,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0987371/0220280,6,RECREATION CTR/GYM,2013-12-11T00:00:00.000,,0,4905000,5662800,0,E040,0,,,,,,N,9,,40.770877,-73.988685,15,200.83,150,4,Q9,4,Lincoln Square                                                             ,2,0,2,0,,20000,,,WEST 59TH STREET REC CENTER,13v1,20,,2,0.67,1,0,0,0,3,,,0,1945,30000,20000,0,0,10019,PARK,
20 AMSTERDAM AVENUE,"EDUC, DCAS",6.02,11520000,1030320,249,60,1152,1,2,1000,147,76698,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0987708/0220393,6,"ELEMENTARY SCHOOL, NO USE-NON RES STRC",2013-12-11T00:00:00.000,,0,11520000,15570000,0,E040,0,,,,,,Y,8,,40.771151,-73.987086,29,276,201,3,W1,4,Lincoln Square                                                             ,5,0,1,0,,76698,,,PS 191,13v1,20,,2,1.45,2,0,0,0,3,,,0,1957,52725,76698,0,0,10023,R8,
227 WEST 61 STREET,EDUC,6.02,3262500,1030328,100,225,1154,1,2,2000,151,75325,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0987479/0220758,6,ACADEMIC HIGH SCHOOL,2013-12-11T00:00:00.000,,0,0,0,0,L035,0,,,,,,N,8,,40.772007,-73.987479,108,100.42,225,5,W1,4,Lincoln Square                                                             ,4,0,1,0,Yes,75325,,,,13v1,20,,2,3.34,1,0,0,0,3,,,0,1927,22525,75325,1981,0,10023,R8,
200 WEST 64 STREET,PARKS,0,6164550,,0,0,1154,1,5,1000,151,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0987863/0221202,6,PARK,2013-12-11T00:00:00.000,,0,6164550,6164550,0,L035,0,,,,,,N,9,,40.773536,-73.985363,164,200.83,162.5,4,Q1,4,Lincoln Square                                                             ,0,0,0,0,,0,,,SAMUEL N BENNERSON PARK,13v1,20,,0,0,0,0,0,0,3,,,0,0,32635,0,0,0,10023,PARK,
200 WEST 65 STREET,EDUC,6.02,17576550,1030341,180,450,1156,1,2,3001,151,416348,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0988134/0221340,6,ACADEMIC HIGH SCHOOL,2013-12-11T00:00:00.000,,0,17576550,50225400,0,L035,0,,,,,,N,8,,40.774249,-73.985118,30,450,180.83,3,W1,4,Lincoln Square                                                             ,9,0,1,0,,416348,,,F.H. LA GUARDIA HS/NEW BLDG,13v1,20,,1,5.12,5,0,0,0,3,,,0,1982,81373,416348,0,0,10023,R8,
120 AMSTERDAM AVENUE,EDUC,6.02,22248000,1030343,510,180,1157,1,2,3000,151,430904,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0988236/0221591,6,ACADEMIC HIGH SCHOOL,2013-12-11T00:00:00.000,,0,22248000,51981300,0,L035,0,,,,,,N,8,,40.774304,-73.984785,25,515,201,3,W1,4,Lincoln Square                                                             ,5,0,1,0,Yes,430904,C2-5,,MARTIN LUTHER KING HS,13v1,20,,1,4.18,5,0,0,0,3,,,0,1973,103000,430904,1986,0,10023,R8,
256 WEST 71 STREET,PARKS,0,630972,1000000,0,0,1162,1,5,7000,159,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0988585/0222948,6,PARK,2013-12-11T00:00:00.000,,0,630972,630972,0,L035,0,,,,,,N,9,,40.7786,-73.983712,57,100.42,16.67,5,Q0,4,Lincoln Square                                                             ,0,0,0,0,,0,,,SEPTUAGESIMO UNO SITTING AREA,13v1,20,,0,0,0,0,0,0,3,,,0,0,1674,0,0,0,10023,PARK,
2098 BROADWAY,PARKS,0,1302300,1000000,0,0,1164,1,5,5001,159,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0989376/0223170,6,PARK,2013-12-11T00:00:00.000,,0,1302300,1302300,0,L025,0,,,,,,Y,9,VERDI SQUARE SCENIC LANDMARK,40.77919,-73.981943,32,172.08,164.58,1,Q1,4,Lincoln Square                                                             ,0,0,0,0,,0,,,VERDI SQUARE PARK,13v1,20,,0,0,0,0,0,0,3,,,0,0,4142,0,0,0,10023,PARK,
205 WEST 77 STREET,FIRE,10,1281150,1030885,102.17,50,1169,1,5,5000,163,12874,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0989850/0224286,6,FIREHOUSE,2013-12-11T00:00:00.000,,0,1281150,1650150,0,L025,0,,,,,,N,8,,40.781992,-73.979627,26,102.17,50,5,Y1,4,Upper West Side                                                            ,3,0,1,0,,12874,,,"LAD 25, DIV 3, DO 4",13v1,20,,0,2.52,0,0,0,0,3,,,0,1900,5109,12874,0,0,10024,C4-6A,
MILLER HIGHWAY,PARKS,10,34164988,,0,0,1171,1,5,,,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,6,PARK,2013-12-11T00:00:00.000,,0,34164988,34164988,0,L035,0,,,,,,Y,11,,,,4,523,200,3,V1,4,,0,0,0,0,,0,,,RIVERSIDE PARK SOUTH,13v1,20,,0,0,0,0,0,0,3,,,0,0,104600,0,0,0,0,R10,C4-7
WEST 70 STREET,PARKS,10,7324753,,0,0,1171,1,5,,,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,6,PARK,2013-12-11T00:00:00.000,,0,7324753,7324753,0,L035,0,,,,,,Y,11,,,,5,0,0,9,V1,4,,0,0,0,0,,0,,,RIVERSIDE PARK SOUTH,13v1,20,,0,0,0,0,0,0,3,,,0,0,94375,0,0,0,0,R10,
MILLER HIGHWAY,PARKS,0,12249023,,0,0,1171,1,5,,,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,6,PARK,2013-12-11T00:00:00.000,,0,10600113,10600113,0,L035,0,,,,,,N,9,,,,7,0,0,0,Q0,4,,0,0,0,0,,0,,,RIVERSIDE PARK SOUTH,13v1,20,,0,0,0,0,0,0,3,,,0,0,579891,0,0,0,0,PARK,
MILLER HIGHWAY,PARKS,10,14389514,,0,0,1171,1,5,,,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,6,PARK,2013-12-11T00:00:00.000,,0,864518,864518,0,L035,0,,,,,,Y,11,,,,8,193,679,5,V1,4,,0,0,0,0,,0,,,TRUMP RIVERSIDE SOUTH PROJECT,13v1,20,,0,0,0,0,0,0,3,,,0,0,230518,0,0,0,0,R10,
400 RIVERSIDE DRIVE,PARKS,0,12685736,1057333,0,0,1171,1,5,1001,155,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0987111/0222841,6,PARK,2013-12-11T00:00:00.000,,0,12685736,12685736,0,L035,0,,,,,,Y,9,,40.806334,-73.967295,130,436.17,271.81,2,Q0,4,Morningside Heights                                                        ,0,0,0,0,,0,,,RIVERSIDE PARK SOUTH,13v1,20,,0,0,0,0,0,0,3,,,0,0,210000,0,0,0,0,PARK,
WEST 72 STREET,PARKS,0,3060000,,0,0,1171,1,5,,,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,6,PARK,2013-12-11T00:00:00.000,,0,3060000,3377250,0,L035,0,,,,,,Y,9,,,,200,608.75,525.58,2,Q0,4,,0,0,0,0,,0,,,WEST 70TH STREET BULKHEAD,13v1,20,,0,0,0,0,0,0,3,,,0,0,324875,0,0,0,0,PARK,
WEST 72 STREET,PARKS,0,19191150,,20.83,20.83,1187,1,5,2001,167,433,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0988511/0224845,6,PARK,2013-12-11T00:00:00.000,,0,19191150,19260900,0,L025,0,,,,,,Y,9,RIVERSIDE PARK AND DRIVE,,,1,460.83,1631,5,Q1,4,,1,0,1,0,,433,,,RIVERSIDE PARK,13v1,20,,0,0,1,0,0,0,3,,,0,1974,444600,433,0,0,10024,PARK,
RIVERSIDE PARK,PARKS,0,23276250,1000000,0,0,1187,1,5,1002,187,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0987844/0224722,9,"PARK, OTHER TRANS FACILITY",2013-12-11T00:00:00.000,,0,23276250,23557500,0,E076,0,,,,,,Y,9,,40.800369,-73.973355,3,202.42,1361,5,Q8,4,Upper West Side                                                            ,0,0,1,0,,0,,,RIVERSIDE PARK,13v1,24,,0,0,0,0,0,0,3,,,0,0,1402000,0,0,0,10025,PARK,
RIVERSIDE PARK,PARKS,0,5052150,1000000,0,0,1187,1,5,1002,187,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0988202/0224553,9,PARK,2013-12-11T00:00:00.000,,0,5052150,5052150,0,E076,0,,,,,,Y,9,,40.800369,-73.973355,4,670.83,1630,5,Q1,4,Upper West Side                                                            ,0,1,0,0,,0,,,RIVERSIDE PARK,13v1,24,,0,0,0,0,0,0,3,,,0,0,116700,0,0,0,10025,PARK,
RIVERSIDE DRIVE,EDUC,10,3986100,,0,0,1253,1,5,2000,183,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991185/0229030,6,PLAYGROUND,2013-12-11T00:00:00.000,,0,3986100,3986100,0,L022,0,,,,,,Y,9,,,,93,141.67,108.67,3,Q2,4,,0,0,0,0,,0,,,PS 75 PLAYGROUND,13v1,24,,0,0,0,0,0,0,3,,,0,0,21400,0,0,0,10025,R10A,R8
WEST 87 STREET,PARKS,3.44,318282,,0,0,1201,1,5,6000,173,0,107,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0992301/0226036,6,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,318282,318282,0,E074,0,,,,Upper West Side/Central Park West,,N,11,,,,6,100,41,5,V9,4,,0,0,0,0,,0,,,WEST 87TH STREET GARDEN,13v1,24,Existing GreenThumb Garden,0,0,0,0,0,0,3,,,0,0,4100,0,0,0,10024,R7-2,
69 WEST 88 STREET,AGING,10,2074500,1079511,180,112,1202,1,2,5000,173,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0992386/0226350,6,SENIOR CENTER,2013-12-11T00:00:00.000,,0,2074500,6320700,0,E074,0,,,,,,N,3,,40.787364,-73.970182,1,201,165,3,D3,4,Upper West Side                                                            ,11,0,1,0,Yes,0,,,GODDARD-RIVERSIDE APTS,13v1,24,,2,4.97,169,152765,169,0,3,,,0,1983,30716,152765,0,0,10024,C1-9,R7-2
59 WEST 91 STREET,PARKS,3.44,11295000,1081043,156,206,1205,1,2,5000,177,115280,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0992994/0226907,6,"ELEMENTARY SCHOOL, COMMUNITY GARDEN",2013-12-11T00:00:00.000,,0,11295000,18075150,0,L022,0,,,,,,Y,8,,40.789287,-73.96891,6,201.42,407.08,4,W3,4,Upper West Side                                                            ,3,0,2,0,,115280,,,PS 84 & PLAYGROUND,13v1,24,,1,1.4,1,0,0,0,3,,,0,1972,82575,115280,0,0,10024,R7-2,
165 WEST 80 STREET,HPD,4,352800,1031954,89,31,1211,1,2,5000,165,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0990617/0224813,6,"NO USE, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L025,0,,,,Upper West Side/Central Park West,,N,2,,40.783556,-73.977157,7,102.17,31,5,C1,4,Upper West Side                                                            ,5,0,1,0,,0,,,,13v1,20,,3,3.89,39,12325,39,0,3,,,0,1910,3167,12325,1969,0,10024,R8B,
110 WEST 82 STREET,NYPD,4,3320100,1032028,101.67,92.58,1212,1,5,4000,165,28000,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991168/0224929,6,POLICE STATION,2013-12-11T00:00:00.000,,0,3320100,4913100,0,E074,0,,,,Upper West Side/Central Park West,,N,8,,40.784159,-73.974694,38,102.17,151.08,5,Y2,4,Upper West Side                                                            ,3,0,2,0,,28000,,,20TH PRECINCT,13v1,20,,0,1.81,0,0,0,0,3,,,0,1970,15435,28000,0,0,10024,R8B,
120 WEST 83 STREET,FIRE,4,352350,1032079,80,25,1213,1,2,4001,169,6462,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991294/0225164,6,FIREHOUSE,2013-12-11T00:00:00.000,,0,352350,491400,0,E074,0,,,,Upper West Side/Central Park West,,N,8,,40.784881,-73.974434,41,102.17,25,5,Y1,4,Upper West Side                                                            ,4,0,1,0,,6462,C2-5,,ENG 74,13v1,20,,0,2.53,0,0,0,0,3,,,0,1900,2554,6462,0,0,10024,R8B,
482 COLUMBUS AVENUE,EDUC,4,7425000,1032119,212,158,1214,1,2,4000,169,115280,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991379/0225359,6,ELEMENTARY SCHOOL,2013-12-11T00:00:00.000,,0,7425000,12524850,0,E074,0,,,,,,Y,8,,40.784686,-73.973502,29,525,204.33,3,W1,4,Upper West Side                                                            ,3,0,1,0,,115280,C2-5,,PS 9 & PLAYGROUND,13v1,20,,1,1.46,2,0,0,0,3,EC-2,,0,1965,79075,115280,0,0,10024,R8B,C1-8A
501 AMSTERDAM AVENUE,EDUC,4,11835000,1032128,190,430,1215,1,2,3001,169,254343,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991315/0225687,6,ACADEMIC HIGH SCHOOL,2013-12-11T00:00:00.000,,0,11835000,25049700,0,E074,0,,,,,,Y,8,,40.786459,-73.975896,1,699.92,102,3,W1,4,Upper West Side                                                            ,4,0,1,0,Yes,254343,,,LOUIS D. BRANDEIS HS & PLG,13v1,20,,1,2.24,6,0,0,0,3,EC-2,,0,1965,113495,254343,0,0,10024,R8B,C2-7A
169 WEST 87 STREET,ACS,3.44,307800,1032229,55,17,1218,1,1,2000,173,3744,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991581/0226435,6,EARLY CHILDHD CENTER,2013-12-11T00:00:00.000,,0,0,0,0,E074,0,,,,Upper West Side/Central Park West,,N,8,,40.78793,-73.973483,10,100.67,17,5,W8,4,Upper West Side                                                            ,3,0,1,0,,3744,,,HEADSTART PROGRAM,13v1,24,,2,2.19,1,0,0,0,3,,,0,1910,1711,3744,1986,0,10024,R7-2,
116 WEST 89 STREET,"EDUC, PARKS",3.44,2092500,1000000,13,23,1219,1,5,3001,173,331,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0992033/0226602,6,PARK,2013-12-11T00:00:00.000,,0,0,0,0,E074,0,,,,,,N,9,,40.788728,-73.971522,41,101,175,5,Q1,4,Upper West Side                                                            ,1,0,1,0,,331,,,PS 166 PLAYGROUND,13v1,24,,0,0.02,1,0,0,0,3,,,0,1910,17640,331,0,0,10024,R7-2,
122 WEST 89 STREET,"EDUC, PARKS",3.44,4036500,1032308,68.5,212,1219,1,2,3001,173,74700,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991848/0226705,6,"ELEMENTARY SCHOOL, PLAYGROUND",2013-12-11T00:00:00.000,,0,4036500,5150700,0,E074,0,,,,,,N,8,PUBLIC SCHOOL 166,40.78878,-73.971641,47,100.67,250,5,W1,4,Upper West Side                                                            ,5,0,1,0,,74700,,,PS 166,13v1,24,,0,2.97,0,0,0,0,3,,,0,1900,25167,74700,0,0,10024,R7-2,
129 WEST 92 STREET,EDUC,3.44,11295000,1032522,175,95,1223,1,2,1001,177,152068,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0992276/0227604,6,INTERMEDIATE SCHOOL,2013-12-11T00:00:00.000,,0,11295000,15114150,0,L022,0,,,,,,Y,8,,40.790723,-73.97038,5,201.42,385,4,W1,4,Upper West Side                                                            ,10,0,1,0,,152068,,,JHS 118,13v1,24,,1,2.13,2,0,0,0,3,,,0,1940,71500,152068,0,0,10025,R7-2,
444 AMSTERDAM AVENUE,NYPL,7.52,1318500,1032683,90,50,1229,1,2,4000,167,14536,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0990486/0225219,6,BRANCH LIBRARY,2013-12-11T00:00:00.000,,0,1318500,2569050,0,E074,0,,,,Upper West Side/Central Park West,,N,8,,40.784711,-73.9772,31,100,50,5,P8,4,Upper West Side                                                            ,4,0,1,0,,14536,,,SAINT AGNES BRANCH LIBRARY,13v1,20,,3,2.91,2,0,0,0,3,EC-2,,0,1920,5000,14536,1985,2008,10024,C2-7A,
460 WEST END AVENUE,EDUC,10,3514500,1032754,144,96,1230,1,1,2002,171,48200,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0990004/0225759,6,SPECIAL EDUC SCHOOL,2013-12-11T00:00:00.000,,0,3514500,5796000,0,E074,0,,,,Riverside-West End Historic Dist. Ext. I,,N,8,GRAMMAR SCHOOL NO. 9,40.786446,-73.979626,1,150,102.17,3,W1,4,Upper West Side                                                            ,5,0,1,0,,48200,,,PS 148,13v1,20,,2,3.15,2,0,0,0,3,,,0,1910,15325,48200,1985,0,10024,R10A,
266 WEST 96 STREET,HPD,10,0,1033709,0,0,1243,1,5,5000,183,0,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991816/0228816,6,"NO USE, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L022,0,,,,,,Y,7,,40.794953,-73.972523,57,100.67,50,5,U7,4,Upper West Side                                                            ,0,0,1,0,,0,,,FORMER IRT SUBSTATION #14,13v1,24,Not Suitable 2 - Site is smaller than 2500 square feet,0,0,0,0,0,0,3,,,0,0,0,0,0,0,10025,R10A,
729 WEST END AVENUE,EDUC,6.02,9540000,1034190,202,193.17,1253,1,2,2000,183,155944,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991450/0228958,6,ELEMENTARY SCHOOL,2013-12-11T00:00:00.000,,0,9540000,13849650,0,L022,0,,,,,,N,8,,40.794998,-73.973408,65,225,201.42,3,W1,4,Upper West Side                                                            ,3,0,1,0,,155944,,,PS 75,13v1,24,,0,3.44,0,0,0,0,3,,,0,1950,45320,155944,2010,0,10025,R8,R10A
RIVERSIDE DRIVE,PARKS,0,47248650,,57,25,1254,1,5,,,7825,107,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,0,PARK,2013-12-11T00:00:00.000,,0,47248650,47401650,0,,0,,,,,,Y,9,SOLDIERS' AND SAILORS' MONUMENT,,,1,57,25,5,Q1,4,,1,0,1,0,,7825,,,RIVERSIDE PARK,13v1,0,,0,0.01,0,0,0,0,3,,,0,1910,1052500,7825,0,0,0,PARK,
