action,boro,building,camis,critical_flag,cuisine_description,dba,grade,grade_date,inspection_date,inspection_type,phone,record_date,score,street,violation_code,violation_description,zipcode
Violations were cited in the following area(s).,QUEENS,14919,41652991,Not Critical,Delicatessen,C & C ITALIAN DELI,,,2015-06-05T00:00:00.000,Cycle Inspection / Initial Inspection,7186414585,2018-03-26T06:00:56.000,14,CENTERVILLE STREET,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11417
Violations were cited in the following area(s).,MANHATTAN,26,40397243,Critical,Italian,CAFFE GRAZIE,,,2017-04-18T00:00:00.000,Cycle Inspection / Initial Inspection,2127174407,2018-03-26T06:00:56.000,23,EAST   84 STREET,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,10028
Violations were cited in the following area(s).,BROOKLYN,1377,50063234,Not Critical,Chinese,CHINA ROYAL CHINESE RESTAURANT,,,2018-03-22T00:00:00.000,Cycle Inspection / Initial Inspection,7182366222,2018-03-26T06:00:56.000,33,65TH ST,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11219
Violations were cited in the following area(s).,MANHATTAN,219,50069081,Not Critical,Australian,LITTLE RUBY'S,,,2017-10-13T00:00:00.000,Pre-permit (Operational) / Initial Inspection,2129255755,2018-03-26T06:00:56.000,60,MULBERRY ST,09C,Food contact surface not properly maintained.,10012
Violations were cited in the following area(s).,MANHATTAN,40,40400976,Critical,Irish,IRISH PUNT,,,2017-11-27T00:00:00.000,Cycle Inspection / Initial Inspection,2124227868,2018-03-26T06:00:56.000,18,EXCHANGE PLACE,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10005
Violations were cited in the following area(s).,QUEENS,9614,41473978,Critical,Mexican,EL TENAMPA RESTAURANT,A,2016-01-07T00:00:00.000,2016-01-07T00:00:00.000,Cycle Inspection / Initial Inspection,7188440512,2018-03-26T06:00:56.000,12,ROOSEVELT AVENUE,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11368
Violations were cited in the following area(s).,QUEENS,121-15,50012107,Not Critical,Chinese,GOOD HOPE RESTAURANT,,,2016-03-07T00:00:00.000,Cycle Inspection / Initial Inspection,7188480225,2018-03-26T06:00:56.000,30,LIBERTY AVE,09B,Thawing procedures improper.,11419
Violations were cited in the following area(s).,MANHATTAN,178,41578408,Not Critical,"Ice Cream, Gelato, Yogurt, Ices",MO IL GELATO,A,2017-04-25T00:00:00.000,2017-04-25T00:00:00.000,Cycle Inspection / Initial Inspection,2122266758,2018-03-26T06:00:56.000,8,MULBERRY STREET,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10012
Violations were cited in the following area(s).,BRONX,3399,50042702,Not Critical,Pizza,THE CORNER PIZZA SHOP,A,2016-03-04T00:00:00.000,2016-03-04T00:00:00.000,Pre-permit (Operational) / Re-inspection,7186531525,2018-03-26T06:00:56.000,7,JEROME AVE,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,10467
Violations were cited in the following area(s).,QUEENS,9504,40875639,Not Critical,Peruvian,DON ALEX RESTAURANT,,,2016-09-01T00:00:00.000,Cycle Inspection / Initial Inspection,7184245187,2018-03-26T06:00:56.000,37,37 AVENUE,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,11372
Violations were cited in the following area(s).,BROOKLYN,1701-1703,50004559,Critical,Japanese,KUHO SUSHI,A,2016-08-04T00:00:00.000,2016-08-04T00:00:00.000,Cycle Inspection / Initial Inspection,7182325688,2018-03-26T06:00:56.000,13,65TH STREET,06F,Wiping cloths soiled or not stored in sanitizing solution.,11204
Violations were cited in the following area(s).,BROOKLYN,4408,40399810,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",INTERNATIONAL RESTAURANT,A,2017-11-09T00:00:00.000,2017-11-09T00:00:00.000,Cycle Inspection / Initial Inspection,7184382009,2018-03-26T06:00:56.000,13,5 AVENUE,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11220
Violations were cited in the following area(s).,STATEN ISLAND,4651,50035830,Not Critical,Delicatessen,BAGEL HOUSE,,,2017-08-03T00:00:00.000,Cycle Inspection / Initial Inspection,7182270503,2018-03-26T06:00:56.000,25,HYLAN BLVD,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10312
Violations were cited in the following area(s).,MANHATTAN,1992,41197215,Critical,American,AMC THEATRES,,,2015-02-05T00:00:00.000,Cycle Inspection / Initial Inspection,2123365020,2018-03-26T06:00:56.000,18,BROADWAY,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,10023
Violations were cited in the following area(s).,BROOKLYN,2102,41676908,Critical,Tex-Mex,EL MEXICANO RESTAURANTE & CAFE,,,2016-05-25T00:00:00.000,Cycle Inspection / Initial Inspection,7186762700,2018-03-26T06:00:56.000,37,EAST   15 STREET,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",11229
Violations were cited in the following area(s).,QUEENS,19715,50018194,Not Critical,Caribbean,CODE  LOUNGE,,,2015-04-10T00:00:00.000,Smoke-Free Air Act / Initial Inspection,9174687437,2018-03-26T06:00:56.000,,JAMAICA AVE,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",11423
Establishment re-closed by DOHMH,BROOKLYN,1316,50004901,Not Critical,Jewish/Kosher,BROOKLYN STEAK CO.,,,2018-02-21T00:00:00.000,Cycle Inspection / Reopening Inspection,7183760680,2018-03-26T06:00:56.000,10,AVENUE M,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11230
Violations were cited in the following area(s).,MANHATTAN,71,41343616,Critical,Middle Eastern,HUMMUS PLACE,,,2015-04-17T00:00:00.000,Cycle Inspection / Initial Inspection,2129242022,2018-03-26T06:00:56.000,16,7 AVENUE SOUTH,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10014
Violations were cited in the following area(s).,MANHATTAN,462,50018271,Not Critical,American,MOONSTRUCK (IN BELLEVUE),A,2016-07-20T00:00:00.000,2016-07-20T00:00:00.000,Cycle Inspection / Re-inspection,6466495304,2018-03-26T06:00:56.000,8,1ST AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10016
Violations were cited in the following area(s).,QUEENS,728,40397056,Not Critical,Jewish/Kosher,SHARMEL CATERERS,A,2016-09-21T00:00:00.000,2016-09-21T00:00:00.000,Cycle Inspection / Initial Inspection,7183273575,2018-03-26T06:00:56.000,10,EMPIRE AVENUE,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,11691
Violations were cited in the following area(s).,MANHATTAN,2830,41264529,Critical,Chinese,DELIGHT 28 RESTAURANT,,,2015-04-17T00:00:00.000,Cycle Inspection / Initial Inspection,2122858686,2018-03-26T06:00:56.000,22,PELL STREET,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10013
Violations were cited in the following area(s).,QUEENS,6006,50005081,Critical,Chinese,NEW WOKS KITCHEN,A,2017-07-14T00:00:00.000,2017-07-14T00:00:00.000,Cycle Inspection / Initial Inspection,7184612383,2018-03-26T06:00:56.000,8,KISSENA BLVD,06F,Wiping cloths soiled or not stored in sanitizing solution.,11355
Violations were cited in the following area(s).,MANHATTAN,95,50002356,Critical,American,Fairfield Inn & Suites,,,2017-12-20T00:00:00.000,Cycle Inspection / Initial Inspection,2122270709,2018-03-26T06:00:56.000,38,HENRY STREET,02B,Hot food item not held at or above 140Âº F.,10002
Violations were cited in the following area(s).,MANHATTAN,150,50006298,Not Critical,American,BLACKWELLS,A,2016-05-10T00:00:00.000,2016-05-10T00:00:00.000,Cycle Inspection / Initial Inspection,2126617890,2018-03-26T06:00:56.000,11,E 47TH ST,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,10017
Violations were cited in the following area(s).,QUEENS,14613,41595576,Not Critical,Chinese,CHINA KING EXPRESS,A,2016-03-30T00:00:00.000,2016-03-30T00:00:00.000,Cycle Inspection / Initial Inspection,7182062899,2018-03-26T06:00:56.000,10,ARCHER AVENUE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11435
Violations were cited in the following area(s).,BROOKLYN,1686,41434872,Not Critical,Pizza,SAL & PAUL'S PIZZERIA,A,2015-04-21T00:00:00.000,2015-04-21T00:00:00.000,Cycle Inspection / Re-inspection,7189220550,2018-03-26T06:00:56.000,9,PITKIN AVENUE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11212
Violations were cited in the following area(s).,BROOKLYN,250,41502613,Not Critical,Mexican,OAXACA TAQUERIA,,,2017-02-08T00:00:00.000,Cycle Inspection / Initial Inspection,7182221122,2018-03-26T06:00:56.000,17,4 AVENUE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11215
Violations were cited in the following area(s).,BROOKLYN,1477,50003212,Not Critical,Chinese/Cuban,NEW APOLO RESTAURANT,A,2018-01-23T00:00:00.000,2018-01-23T00:00:00.000,Cycle Inspection / Re-inspection,7184838288,2018-03-26T06:00:56.000,12,MYRTLE AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11237
Establishment re-opened by DOHMH,MANHATTAN,1354,40620726,Not Critical,Italian,NINO'S RESTAURANT,P,2017-10-27T00:00:00.000,2017-10-27T00:00:00.000,Cycle Inspection / Reopening Inspection,2129880002,2018-03-26T06:00:56.000,3,1 AVENUE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10021
Violations were cited in the following area(s).,MANHATTAN,2661,41667090,Critical,"Juice, Smoothies, Fruit Salads",COOL FRESH JUICE BAR,A,2017-08-11T00:00:00.000,2017-08-11T00:00:00.000,Cycle Inspection / Re-inspection,6465065554,2018-03-26T06:00:56.000,12,BROADWAY,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10025
Violations were cited in the following area(s).,MANHATTAN,1306,50016842,Not Critical,Spanish,LOLA LOLA RESTAURANT & BAR,,,2016-01-21T00:00:00.000,Cycle Inspection / Initial Inspection,6465590930,2018-03-26T06:00:56.000,21,SAINT NICHOLAS AVE,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,10033
Violations were cited in the following area(s).,MANHATTAN,563,41519872,Critical,Sandwiches,SUBWAY,A,2015-08-14T00:00:00.000,2015-08-14T00:00:00.000,Cycle Inspection / Re-inspection,2128620104,2018-03-26T06:00:56.000,12,LENOX AVENUE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,10037
Violations were cited in the following area(s).,QUEENS,6201,41139007,Not Critical,Spanish,POLLOS A LA BRASA MARIO,,,2015-07-07T00:00:00.000,Cycle Inspection / Initial Inspection,7182059898,2018-03-26T06:00:56.000,18,WOODSIDE AVENUE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11377
Violations were cited in the following area(s).,STATEN ISLAND,4318,50042454,Critical,American,SMASHBURGER,,,2017-09-07T00:00:00.000,Cycle Inspection / Initial Inspection,3475624362,2018-03-26T06:00:56.000,16,AMBOY RD,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10312
