agency,agency_name,brief_description,call_resolution,date,date_time,inquiry_name,time,unique_id
NYPD,New York City Police Department,Find a specific precinct or police service area (PSA).,Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:10:49.000,Find a Police Precinct or PSA by Name,8:10:49 PM,90494175
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:11:51.000,Heat Complaint - Residential Building - Inadequate Heat,8:11:51 PM,90494176
HRA,Human Resources Administration,Complaint about welfare fraud.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:16:39.000,"Public Assistance, Medicaid or Food Stamp Fraud",8:16:39 PM,90494177
HRA,Human Resources Administration,Eligibility information and job center locations for public assistance. Includes case status.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:26:03.000,Public Assistance or Welfare Information,8:26:03 PM,90494178
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:32:59.000,Heat Complaint - Residential Building - Inadequate Heat,8:32:59 PM,90494179
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:52:26.000,Heat Complaint - Residential Building - Inadequate Heat,8:52:26 PM,90494181
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:16:29.000,No Hot Water Complaint - Residential Building - From Tenant,8:16:29 PM,90494182
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:26:33.000,Heat Complaint - Residential Building - Inadequate Heat,8:26:33 PM,90494183
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:28:46.000,No Hot Water Complaint - Residential Building - From Tenant,8:28:46 PM,90494184
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:34:45.000,Heat Complaint - Residential Building - Inadequate Heat,8:34:45 PM,90494186
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:43:49.000,Heat Complaint - Residential Building - Inadequate Heat,8:43:49 PM,90494187
NYPD,New York City Police Department,Report a vehicle that is blocking a driveway.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:21:04.000,Vehicle Blocking Driveway Complaint,9:21:04 PM,90494188
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:23:23.000,Heat Complaint - Residential Building - Inadequate Heat,9:23:23 PM,90494189
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T21:26:23.000,Service Request Status - General,9:26:23 PM,90494190
HPD,Department of Housing Preservation and Development,Department of Housing Preservation and Development request status not found in Service Request Lookup.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T21:29:06.000,Service Request Status - HPD Status Not Found,9:29:06 PM,90494191
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:58:59.000,Heat Complaint - Residential Building - Inadequate Heat,8:58:59 PM,90494192
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:04:00.000,Heat Complaint - Residential Building - Inadequate Heat,9:04:00 PM,90494193
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:09:56.000,Heat Complaint - Residential Building - Inadequate Heat,9:09:56 PM,90494194
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:14:51.000,Heat Complaint - Residential Building - Inadequate Heat,9:14:51 PM,90494195
HPD,Department of Housing Preservation and Development,Complaint about mold in a home.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:50:37.000,Mold Complaint - Apartment,9:50:37 PM,90494196
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:29:15.000,Heat Complaint - Residential Building - Inadequate Heat,9:29:15 PM,90494197
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:23:50.000,Heat Complaint - Residential Building - Inadequate Heat,11:23:50 PM,90494198
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:34:24.000,Heat Complaint - Residential Building - Inadequate Heat,11:34:24 PM,90494199
DOF,Department of Finance,Hidden service for activity coding.,Agency Closed,2013-01-24T00:00:00.000,2013-01-24T23:28:24.000,Division Referral,11:28:24 PM,90494290
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:24:14.000,Heat Complaint - Residential Building - Inadequate Heat,11:24:14 PM,90494200
DOB,Department of Buildings,Report an illegal conversion or alteration of a residential building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:38:14.000,Illegal Conversion of Residential Space,11:38:14 PM,90494201
DOB,Department of Buildings,Hidden service for activity coding.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T23:38:23.000,Division Transfer,11:38:23 PM,90494202
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:38:32.000,Heat Complaint - Residential Building - Inadequate Heat,11:38:32 PM,90494203
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:44:18.000,Heat Complaint - Residential Building - Inadequate Heat,11:44:18 PM,90494204
DEP,Department of Environmental Protection,Report a sewer backup.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:46:06.000,Sewer Backup Complaint - Priority,11:46:06 PM,90494205
DEP,Department of Environmental Protection,Report a water leak on a street or sidewalk.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:50:28.000,Water Leak on Street or Sidewalk,11:50:28 PM,90494206
DEP,Department of Environmental Protection,Information about the notice sent to property owners advising that they must make repairs to water pipes because a leak was detected.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:57:37.000,3 Day and 10 Day Water Notices,11:57:37 PM,90494207
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T00:00:14.000,Heat Complaint - Residential Building - Inadequate Heat,12:00:14 AM,90494208
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:01:35.000,No Hot Water Complaint - Residential Building - From Tenant,12:01:35 AM,90494209
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:52:12.000,Heat Complaint - Residential Building - Inadequate Heat,11:52:12 PM,90494210
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:54:32.000,No Hot Water Complaint - Residential Building - From Tenant,11:54:32 PM,90494211
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T23:57:14.000,Heat Complaint - Residential Building - Inadequate Heat,11:57:14 PM,90494212
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T23:58:32.000,No Hot Water Complaint - Residential Building - From Tenant,11:58:32 PM,90494213
NYPD,New York City Police Department,Report an eviction that was not performed by a City Marshal or Sheriff. Requires immediate transfer to 911.,Hot Transfer 911,2013-01-25T00:00:00.000,2013-01-25T00:02:52.000,Illegal Eviction or Lockout,12:02:52 AM,90494214
DEP,Department of Environmental Protection,Request repair of a broken or leaking water meter.,Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T00:04:48.000,Water Meter Broken or Leaking - Priority,12:04:48 AM,90494215
3-1-1,3-1-1 Call Center,"See Service Requests by location, category, complaint type, and date.",Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:17:56.000,311 Service Request Map,12:17:56 AM,90494216
DOC,Department of Correction,"Get information on an inmate's location, ID numbers, charges, court date, bail, mailing address, and release date.",Routed to Web Page,2013-01-25T00:00:00.000,2013-01-25T00:21:05.000,Inmate Location and Information,12:21:05 AM,90494219
NYPD,New York City Police Department,Find a specific precinct or police service area (PSA).,Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:28:59.000,Find a Police Precinct or PSA by Name,12:28:59 AM,90494220
NYPD,New York City Police Department,Locate a person you think is in police custody in Manhattan.,Transfer to City Agency,2013-01-25T00:00:00.000,2013-01-25T00:31:10.000,Arrested Person Location - Manhattan,12:31:10 AM,90494221
HHC,Health and Hospitals Corporation,STD testing and treatment.,Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:31:43.000,Sexually Transmitted Disease Test for Adults,12:31:43 AM,90494222
3-1-1,3-1-1 Call Center,Current date and approximate time.,Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:41:23.000,Time and Date Information,12:41:23 AM,90494223
DOF,Department of Finance,Location of a vehicle that may have been towed. Must know license plate number.,Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:44:34.000,Find a Towed Vehicle - Plate Number Known,12:44:34 AM,90494224
NYPD,New York City Police Department,Find a precinct or police service area (PSA) for a specific address.,Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:46:56.000,Find a Police Precinct or PSA by Location,12:46:56 AM,90494225
NYPD,New York City Police Department,Hidden service for activity coding.,Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:48:03.000,Division Information Provided,12:48:03 AM,90494226
DOB,Department of Buildings,Request an appointment with a Plan Examiner.,Appointment,2013-01-25T00:00:00.000,2013-01-25T00:49:10.000,Schedule a Plan Examiner Appointment,12:49:10 AM,90494227
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T16:26:59.000,Heat Complaint - Residential Building - Inadequate Heat,4:26:59 PM,90494228
DOF,Department of Finance,Status of a parking ticket. Must know ticket or license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T16:29:11.000,Parking Ticket Lookup - Ticket or Plate Number Known,4:29:11 PM,90494229
DOF,Department of Finance,Pay a parking ticket in person.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:35:40.000,Pay a Parking Ticket - In Person,4:35:40 PM,90494230
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T16:36:07.000,Heat Complaint - Residential Building - Inadequate Heat,4:36:07 PM,90494231
NYPD,New York City Police Department,Report an eviction that was not performed by a City Marshal or Sheriff. Requires immediate transfer to 911.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:28:55.000,Illegal Eviction or Lockout,4:28:55 PM,90494232
HCR,NYS Homes and Community Renewal,"Information for tenants and landlords of rent regulated homes, including rent controlled apartments.",Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T16:29:47.000,Rent Information Line,4:29:47 PM,90494233
